,gyroscope,light,accelerometer,magnetic,pressure
1372,28851.0,,,,
1373,,,,,
1374,,,28854.0,,
1375,28855.0,,,,
1376,,,,,
1377,,,,28857.0,
1378,,,28858.0,,
1379,28859.0,,,,
1380,,,,,
1381,,,28862.0,,
1382,28863.0,,,,
1383,,,,,
1384,,,28868.0,,
1385,28868.0,,,,
1386,,,,,
1387,,,,28870.0,
1388,,,28875.0,,
1389,28875.0,,,,
1390,,,,,
1391,,,28876.0,,
1392,28876.0,,,,
1393,,,,,
1394,,,28881.0,,
1395,,,,,28882.0
1396,28884.0,,,,
1397,,,,,
1398,,,,28884.0,
1399,,,28885.0,,
1400,28885.0,,,,
1401,,,,,
1402,,,28893.0,,
1403,28894.0,,,,
1404,,,,,
1405,,,28894.0,,
1406,28894.0,,,,
1407,,,,,
1408,,,,28896.0,
1409,,28898.0,,,
1410,,,28899.0,,
1411,28899.0,,,,
1412,,,,,
1413,,,28903.0,,
1414,28903.0,,,,
1415,,,,,
1416,,,28909.0,,
1417,28911.0,,,,
1418,,,,,
1419,,,,28918.0,
1420,,,28919.0,,
1421,28919.0,,,,
1422,,,,,
1423,,,28921.0,,
1424,28921.0,,,,
1425,,,,,
1426,,,28923.0,,
1427,28924.0,,,,
1428,,,,,
1429,,,,28925.0,
1430,,,28925.0,,
1431,28925.0,,,,
1432,,,,,
1433,,,28931.0,,
1434,28932.0,,,,
1435,,,,,
1436,,,28935.0,,
1437,28936.0,,,,
1438,,,,,
1439,,,,28936.0,
1440,,,28938.0,,
1441,28938.0,,,,
1442,,,,,
1443,,,28941.0,,
1444,28942.0,,,,
1445,,,,,
1446,,,28946.0,,
1447,28947.0,,,,
1448,,,,,
1449,,,,28948.0,
1450,,,28950.0,,
1451,28950.0,,,,
1452,,,,,
1453,,,28954.0,,
1454,28955.0,,,,
1455,,,,,
1456,,,28960.0,,
1457,28960.0,,,,
1458,,,,,
1459,,,,28962.0,
1460,,,28963.0,,
1461,28964.0,,,,
1462,,,,,
1463,,,28968.0,,
1464,28968.0,,,,
1465,,,,,
1466,,,28972.0,,
1467,28973.0,,,,
1468,,,,,
1469,,,,28975.0,
1470,,,28978.0,,
1471,28978.0,,,,
1472,,,,,
1473,,,28981.0,,
1474,28981.0,,,,
1475,,,,,
1476,,,28985.0,,
1477,28986.0,,,,
1478,,,,,
1479,,,,28986.0,
1480,,,28989.0,,
1481,28990.0,,,,
1482,,,,,
1483,,,28994.0,,
1484,28994.0,,,,
1485,,,,,
1486,,,28999.0,,
1487,28999.0,,,,
1488,,,,,
1489,,,,29001.0,
1490,,,29003.0,,
1491,29003.0,,,,
1492,,,,,
1493,,,29007.0,,
1494,29008.0,,,,
1495,,,,,
1496,,,29012.0,,
1497,29013.0,,,,
1498,,,,,
1499,,,,29013.0,
1500,,,29016.0,,
1501,29016.0,,,,
1502,,,,,
1503,,,29020.0,,
1504,29021.0,,,,
1505,,,,,
1506,,,29025.0,,
1507,29025.0,,,,
1508,,,,,
1509,,,,29026.0,
1510,,,29029.0,,
1511,29030.0,,,,
1512,,,,,
1513,,,29033.0,,
1514,29034.0,,,,
1515,,,,,
1516,,,29038.0,,
1517,29038.0,,,,
1518,,,,,
1519,,,,29040.0,
1520,,,29044.0,,
1521,29044.0,,,,
1522,,,,,
1523,,,29047.0,,
1524,29047.0,,,,
1525,,,,,
1526,,,29051.0,,
1527,29051.0,,,,
1528,,,,,
1529,,,,29054.0,
1530,,,29056.0,,
1531,29056.0,,,,
1532,,,,,
1533,,,29061.0,,
1534,29062.0,,,,
1535,,,,,
1536,,,29064.0,,
1537,29065.0,,,,
1538,,,,,
1539,,29065.0,,,
1540,,,,29065.0,
1541,,,29069.0,,
1542,29069.0,,,,
1543,,,,,
1544,,,29073.0,,
1545,29073.0,,,,
1546,,,,,
1547,,,29077.0,,
1548,29078.0,,,,
1549,,,,,29078.0
1550,,,,,
1551,,,,29079.0,
1552,,,29081.0,,
1553,29082.0,,,,
1554,,,,,
1555,,,29086.0,,
1556,29086.0,,,,
1557,,,,,
1558,,,29091.0,,
1559,29091.0,,,,
1560,,,,,
1561,,,,29092.0,
1562,,,29095.0,,
1563,29096.0,,,,
1564,,,,,
1565,,,29099.0,,
1566,29099.0,,,,
1567,,,,,
1568,,,29103.0,,
1569,29104.0,,,,
1570,,,,,
1571,,,,29105.0,
1572,,,29107.0,,
1573,29108.0,,,,
1574,,,,,
1575,,,29112.0,,
1576,29112.0,,,,
1577,,,,,
1578,,,29117.0,,
1579,29118.0,,,,
1580,,,,,
1581,,,,29119.0,
1582,,,29121.0,,
1583,29121.0,,,,
1584,,,,,
1585,,,29125.0,,
1586,29125.0,,,,
1587,,,,,
1588,,,29130.0,,
1589,29130.0,,,,
1590,,,,,
1591,,,,29131.0,
1592,,,29134.0,,
1593,29134.0,,,,
1594,,,,,
1595,,,29138.0,,
1596,29139.0,,,,
1597,,,,,
1598,,,29143.0,,
1599,29143.0,,,,
1600,,,,,
1601,,,,29144.0,
1602,,,29147.0,,
1603,29148.0,,,,
1604,,,,,
1605,,,29151.0,,
1606,29153.0,,,,
1607,,,,,
1608,,,29156.0,,
1609,29157.0,,,,
1610,,,,,
1611,,,,29157.0,
1612,,,29160.0,,
1613,29160.0,,,,
1614,,,,,
1615,,,29164.0,,
1616,29165.0,,,,
1617,,,,,
1618,,,29169.0,,
1619,29170.0,,,,
1620,,,,,
1621,,,,29170.0,
1622,,,29173.0,,
1623,29174.0,,,,
1624,,,,,
1625,,,29178.0,,
1626,29179.0,,,,
1627,,,,,
1628,,,29183.0,,
1629,29183.0,,,,
1630,,,,,
1631,,,,29184.0,
1632,,,29186.0,,
1633,29187.0,,,,
1634,,,,,
1635,,,29191.0,,
1636,29191.0,,,,
1637,,,,,
1638,,,29196.0,,
1639,29196.0,,,,
1640,,,,,
1641,,,,29197.0,
1642,,,29200.0,,
1643,29200.0,,,,
1644,,,,,
1645,,,29204.0,,
1646,29204.0,,,,
1647,,,,,
1648,,,29208.0,,
1649,29209.0,,,,
1650,,,,,
1651,,,,29209.0,
1652,,,29212.0,,
1653,29213.0,,,,
1654,,,,,
1655,,,29217.0,,
1656,,29217.0,,,
1657,29217.0,,,,
1658,,,,,
1659,,,29222.0,,
1660,29224.0,,,,
1661,,,,,
1662,,,,29224.0,
1663,,,29226.0,,
1664,29226.0,,,,
1665,,,,,
1666,,,29230.0,,
1667,29231.0,,,,
1668,,,,,
1669,,,29235.0,,
1670,29235.0,,,,
1671,,,,,
1672,,,,29236.0,
1673,,,29239.0,,
1674,29239.0,,,,
1675,,,,,
1676,,,29243.0,,
1677,29244.0,,,,
1678,,,,,
1679,,,29248.0,,
1680,29248.0,,,,
1681,,,,,
1682,,,,29249.0,
1683,,,29252.0,,
1684,29252.0,,,,
1685,,,,,
1686,,,29256.0,,
1687,29257.0,,,,
1688,,,,,
1689,,,29262.0,,
1690,29262.0,,,,
1691,,,,,
1692,,,,29263.0,
1693,,,29266.0,,
1694,29266.0,,,,
1695,,,,,
1696,,,29271.0,,
1697,29271.0,,,,
1698,,,,,
1699,,,29275.0,,
1700,29275.0,,,,
1701,,,,,
1702,,,,29275.0,
1703,,,29278.0,,
1704,29278.0,,,,
1705,,,,,
1706,,,,,29279.0
1707,,,29284.0,,
1708,29284.0,,,,
1709,,,,,
1710,,,29288.0,,
1711,29288.0,,,,
1712,,,,,
1713,,,,29289.0,
1714,,,29291.0,,
1715,29292.0,,,,
1716,,,,,
1717,,,29297.0,,
1718,29297.0,,,,
1719,,,,,
1720,,,29301.0,,
1721,29302.0,,,,
1722,,,,,
1723,,,,29304.0,
1724,,,29305.0,,
1725,29305.0,,,,
1726,,,,,
1727,,,29309.0,,
1728,29310.0,,,,
1729,,,,,
1730,,,29314.0,,
1731,29315.0,,,,
1732,,,,,
1733,,,,29317.0,
1734,,,29319.0,,
1735,29320.0,,,,
1736,,,,,
1737,,,29322.0,,
1738,29323.0,,,,
1739,,,,,
1740,,,29327.0,,
1741,29328.0,,,,
1742,,,,,
1743,,,,29330.0,
1744,,,29331.0,,
1745,29332.0,,,,
1746,,,,,
1747,,,29336.0,,
1748,29336.0,,,,
1749,,,,,
1750,,,29341.0,,
1751,29341.0,,,,
1752,,,,,
1753,,,,29344.0,
1754,,,29345.0,,
1755,29345.0,,,,
1756,,,,,
1757,,,29350.0,,
1758,29351.0,,,,
1759,,,,,
1760,,,29355.0,,
1761,29356.0,,,,
1762,,,,,
1763,,,,29358.0,
1764,,,29358.0,,
1765,29359.0,,,,
1766,,,,,
1767,,,29362.0,,
1768,29363.0,,,,
1769,,,,,
1770,,,29370.0,,
1771,29371.0,,,,
1772,,,,,
1773,,,,29372.0,
1774,,,29373.0,,
1775,29374.0,,,,
1776,,,,,
1777,,,29375.0,,
1778,29376.0,,,,
1779,,,,,
1780,,,29380.0,,
1781,,29380.0,,,
1782,29380.0,,,,
1783,,,,,
1784,,,,29382.0,
1785,,,29384.0,,
1786,29384.0,,,,
1787,,,,,
1788,,,29388.0,,
1789,29388.0,,,,
1790,,,,,
1791,,,29393.0,,
1792,29393.0,,,,
1793,,,,,
1794,,,,29394.0,
1795,,,29397.0,,
1796,29398.0,,,,
1797,,,,,
1798,,,29402.0,,
1799,29402.0,,,,
1800,,,,,
1801,,,29406.0,,
1802,29406.0,,,,
1803,,,,,
1804,,,,29407.0,
1805,,,29410.0,,
1806,29410.0,,,,
1807,,,,,
1808,,,29414.0,,
1809,29414.0,,,,
1810,,,,,
1811,,,29419.0,,
1812,29420.0,,,,
1813,,,,,
1814,,,,29422.0,
1815,,,29423.0,,
1816,29423.0,,,,
1817,,,,,
1818,,,29427.0,,
1819,29428.0,,,,
1820,,,,,
1821,,,29432.0,,
1822,29433.0,,,,
1823,,,,,
1824,,,,29433.0,
1825,,,29437.0,,
1826,29437.0,,,,
1827,,,,,
1828,,,29441.0,,
1829,29441.0,,,,
1830,,,,,
1831,,,29445.0,,
1832,29445.0,,,,
1833,,,,,
1834,,,,29446.0,
1835,,,29449.0,,
1836,29450.0,,,,
1837,,,,,
1838,,,29454.0,,
1839,29454.0,,,,
1840,,,,,
1841,,,29459.0,,
1842,29459.0,,,,
1843,,,,,
1844,,,,29461.0,
1845,,,29463.0,,
1846,29463.0,,,,
1847,,,,,
1848,,,29468.0,,
1849,29468.0,,,,
1850,,,,,
1851,,,29472.0,,
1852,29472.0,,,,
1853,,,,,
1854,,,,29473.0,
1855,,,29475.0,,
1856,29476.0,,,,
1857,,,,,
1858,,,29480.0,,
1859,,,,,29480.0
1860,29481.0,,,,
1861,,,,,
1862,,,29484.0,,
1863,29485.0,,,,
1864,,,,,
1865,,,,29485.0,
1866,,,29489.0,,
1867,29489.0,,,,
1868,,,,,
1869,,,29493.0,,
1870,29493.0,,,,
1871,,,,,
1872,,,29499.0,,
1873,29499.0,,,,
1874,,,,,
1875,,,,29500.0,
1876,,,29502.0,,
1877,29502.0,,,,
1878,,,,,
1879,,,29506.0,,
1880,29507.0,,,,
1881,,,,,
1882,,,29511.0,,
1883,29511.0,,,,
1884,,,,,
1885,,,,29512.0,
1886,,,29515.0,,
1887,29515.0,,,,
1888,,,,,
1889,,,29520.0,,
1890,29521.0,,,,
1891,,,,,
1892,,,29524.0,,
1893,29525.0,,,,
1894,,,,,
1895,,,,29526.0,
1896,,,29528.0,,
1897,29529.0,,,,
1898,,,,,
1899,,,29533.0,,
1900,29533.0,,,,
1901,,,,,
1902,,,29537.0,,
1903,,29538.0,,,
1904,29538.0,,,,
1905,,,,,
1906,,,,29539.0,
1907,,,29541.0,,
1908,29542.0,,,,
1909,,,,,
1910,,,29546.0,,
1911,29546.0,,,,
1912,,,,,
1913,,,29550.0,,
1914,29551.0,,,,
1915,,,,,
1916,,,,29552.0,
1917,,,29555.0,,
1918,29555.0,,,,
1919,,,,,
1920,,,29559.0,,
1921,29559.0,,,,
1922,,,,,
1923,,,29564.0,,
1924,29565.0,,,,
1925,,,,,
1926,,,,29567.0,
1927,,,29569.0,,
1928,29573.0,,,,
1929,,,,,
1930,,,29573.0,,
1931,29574.0,,,,
1932,,,,,
1933,,,29577.0,,
1934,29577.0,,,,
1935,,,,,
1936,,,,29578.0,
1937,,,29581.0,,
1938,29581.0,,,,
1939,,,,,
1940,,,29585.0,,
1941,29585.0,,,,
1942,,,,,
1943,,,29590.0,,
1944,29590.0,,,,
1945,,,,,
1946,,,,29591.0,
1947,,,29594.0,,
1948,29594.0,,,,
1949,,,,,
1950,,,29599.0,,
1951,29599.0,,,,
1952,,,,,
1953,,,29603.0,,
1954,29603.0,,,,
1955,,,,,
1956,,,,29605.0,
1957,,,29607.0,,
1958,29607.0,,,,
1959,,,,,
1960,,,29611.0,,
1961,29612.0,,,,
1962,,,,,
1963,,,29616.0,,
1964,29616.0,,,,
1965,,,,,
1966,,,,29617.0,
1967,,,29620.0,,
1968,29621.0,,,,
1969,,,,,
1970,,,29624.0,,
1971,29625.0,,,,
1972,,,,,
1973,,,29630.0,,
1974,29630.0,,,,
1975,,,,,
1976,,,,29632.0,
1977,,,29634.0,,
1978,29636.0,,,,
1979,,,,,
1980,,,29639.0,,
1981,29639.0,,,,
1982,,,,,
1983,,,29643.0,,
1984,29643.0,,,,
1985,,,,,
1986,,,,29644.0,
1987,,,29646.0,,
1988,29647.0,,,,
1989,,,,,
1990,,,29651.0,,
1991,29652.0,,,,
1992,,,,,
1993,,,29655.0,,
1994,29656.0,,,,
1995,,,,,
1996,,,,29657.0,
1997,,,29659.0,,
1998,29660.0,,,,
1999,,,,,
2000,,,29664.0,,
2001,29664.0,,,,
2002,,,,,
2003,,,29669.0,,
2004,29669.0,,,,
2005,,,,,
2006,,,,29671.0,
2007,,,29673.0,,
2008,29673.0,,,,
2009,,,,,
2010,,,29677.0,,
2011,29677.0,,,,
2012,,,,,
2013,,,,,29679.0
2014,,,29681.0,,
2015,29682.0,,,,
2016,,,,,
2017,,,,29683.0,
2018,,,29685.0,,
2019,29686.0,,,,
2020,,,,,
2021,,,29691.0,,
2022,29691.0,,,,
2023,,,,,
2024,,,29695.0,,
2025,29695.0,,,,
2026,,,,,
2027,,,,29696.0,
2028,,,29699.0,,
2029,,29700.0,,,
2030,29700.0,,,,
2031,,,,,
2032,,,29703.0,,
2033,29704.0,,,,
2034,,,,,
2035,,,29709.0,,
2036,29709.0,,,,
2037,,,,,
2038,,,,29711.0,
2039,,,29712.0,,
2040,29712.0,,,,
2041,,,,,
2042,,,29716.0,,
2043,29717.0,,,,
2044,,,,,
2045,,,29721.0,,
2046,29722.0,,,,
2047,,,,,
2048,,,,29724.0,
2049,,,29725.0,,
2050,29726.0,,,,
2051,,,,,
2052,,,29732.0,,
2053,29732.0,,,,
2054,,,,,
2055,,,29735.0,,
2056,29735.0,,,,
2057,,,,,
2058,,,,29736.0,
2059,,,29739.0,,
2060,29739.0,,,,
2061,,,,,
2062,,,29743.0,,
2063,29743.0,,,,
2064,,,,,
2065,,,29748.0,,
2066,29748.0,,,,
2067,,,,,
2068,,,,29750.0,
2069,,,29751.0,,
2070,29752.0,,,,
2071,,,,,
2072,,,29756.0,,
2073,29756.0,,,,
2074,,,,,
2075,,,29761.0,,
2076,29761.0,,,,
2077,,,,,
2078,,,,29762.0,
2079,,,29765.0,,
2080,29766.0,,,,
2081,,,,,
2082,,,29769.0,,
2083,29769.0,,,,
2084,,,,,
2085,,,29774.0,,
2086,29775.0,,,,
2087,,,,,
2088,,,,29777.0,
2089,,,29778.0,,
2090,29779.0,,,,
2091,,,,,
2092,,,29782.0,,
2093,29782.0,,,,
2094,,,,,
2095,,,29787.0,,
2096,29787.0,,,,
2097,,,,,
2098,,,,29788.0,
2099,,,29791.0,,
2100,29791.0,,,,
2101,,,,,
2102,,,29795.0,,
2103,29796.0,,,,
2104,,,,,
2105,,,29800.0,,
2106,29801.0,,,,
2107,,,,,
2108,,,,29802.0,
2109,,,29804.0,,
2110,29804.0,,,,
2111,,,,,
2112,,,29808.0,,
2113,29812.0,,,,
2114,,,,,
2115,,,29814.0,,
2116,29814.0,,,,
2117,,,,,
2118,,,,29815.0,
2119,,,29818.0,,
2120,29818.0,,,,
2121,,,,,
2122,,,29822.0,,
2123,29823.0,,,,
2124,,,,,
2125,,,29826.0,,
2126,29827.0,,,,
2127,,,,,
2128,,,,29829.0,
2129,,,29831.0,,
2130,29831.0,,,,
2131,,,,,
2132,,,29835.0,,
2133,29835.0,,,,
2134,,,,,
2135,,,29839.0,,
2136,29840.0,,,,
2137,,,,,
2138,,,,29841.0,
2139,,,29844.0,,
2140,29844.0,,,,
2141,,,,,
2142,,,29848.0,,
2143,29848.0,,,,
2144,,,,,
2145,,,29852.0,,
2146,29853.0,,,,
2147,,,,,
2148,,,,29854.0,
2149,,,29856.0,,
2150,29857.0,,,,
2151,,,,,
2152,,29861.0,,,
2153,,,29861.0,,
2154,29862.0,,,,
2155,,,,,
2156,,,29866.0,,
2157,29866.0,,,,
2158,,,,,
2159,,,,29868.0,
2160,,,29870.0,,
2161,29870.0,,,,
2162,,,,,
2163,,,29874.0,,
2164,29875.0,,,,
2165,,,,,
2166,,,29879.0,,
2167,29879.0,,,,
2168,,,,,
2169,,,,,29880.0
2170,,,,29880.0,
2171,,,29883.0,,
2172,29883.0,,,,
2173,,,,,
2174,,,29887.0,,
2175,29888.0,,,,
2176,,,,,
2177,,,29892.0,,
2178,29892.0,,,,
2179,,,,,
2180,,,,29893.0,
2181,,,29896.0,,
2182,29896.0,,,,
2183,,,,,
2184,,,29901.0,,
2185,29901.0,,,,
2186,,,,,
2187,,,29905.0,,
2188,29906.0,,,,
2189,,,,,
2190,,,,29907.0,
2191,,,29909.0,,
2192,29909.0,,,,
2193,,,,,
2194,,,29914.0,,
2195,29914.0,,,,
2196,,,,,
2197,,,29919.0,,
2198,29919.0,,,,
2199,,,,,
2200,,,,29921.0,
2201,,,29922.0,,
2202,29923.0,,,,
2203,,,,,
2204,,,29927.0,,
2205,29928.0,,,,
2206,,,,,
2207,,,29932.0,,
2208,29932.0,,,,
2209,,,,,
2210,,,,29934.0,
2211,,,29936.0,,
2212,29936.0,,,,
2213,,,,,
2214,,,29940.0,,
2215,29941.0,,,,
2216,,,,,
2217,,,29945.0,,
2218,29946.0,,,,
2219,,,,,
2220,,,,29949.0,
2221,,,29950.0,,
2222,29950.0,,,,
2223,,,,,
2224,,,29953.0,,
2225,29954.0,,,,
2226,,,,,
2227,,,29958.0,,
2228,29958.0,,,,
2229,,,,,
2230,,,,29960.0,
2231,,,29963.0,,
2232,29963.0,,,,
2233,,,,,
2234,,,29966.0,,
2235,29967.0,,,,
2236,,,,,
2237,,,29971.0,,
2238,29972.0,,,,
2239,,,,,
2240,,,,29974.0,
2241,,,29975.0,,
2242,29976.0,,,,
2243,,,,,
2244,,,29979.0,,
2245,29980.0,,,,
2246,,,,,
2247,,,29984.0,,
2248,29985.0,,,,
2249,,,,,
2250,,,,29987.0,
2251,,,29988.0,,
2252,29988.0,,,,
2253,,,,,
2254,,,29992.0,,
2255,29993.0,,,,
2256,,,,,
2257,,,29998.0,,
2258,30001.0,,,,
2259,,,,,
2260,,,,30002.0,
2261,,,30002.0,,
2262,30004.0,,,,
2263,,,,,
2264,,,30006.0,,
2265,30007.0,,,,
2266,,,,,
2267,,,30011.0,,
2268,30011.0,,,,
2269,,,,,
2270,,,,30014.0,
2271,,,30024.0,,
2272,30024.0,,,,
2273,,,,,
2274,,,30024.0,,
2275,,30025.0,,,
2276,30025.0,,,,
2277,,,,,
2278,,,30025.0,,
2279,30025.0,,,,
2280,,,,,
2281,,,,30029.0,
2282,,,30032.0,,
2283,30032.0,,,,
2284,,,,,
2285,,,30036.0,,
2286,30036.0,,,,
2287,,,,,
2288,,,30037.0,,
2289,30037.0,,,,
2290,,,,,
2291,,,,30039.0,
2292,,,30041.0,,
2293,30041.0,,,,
2294,,,,,
2295,,,30045.0,,
2296,30045.0,,,,
2297,,,,,
2298,,,30050.0,,
2299,30050.0,,,,
2300,,,,,
2301,,,,30051.0,
2302,,,30053.0,,
2303,30054.0,,,,
2304,,,,,
2305,,,30058.0,,
2306,30058.0,,,,
2307,,,,,
2308,,,30063.0,,
2309,30064.0,,,,
2310,,,,,
2311,,,,30065.0,
2312,,,30067.0,,
2313,30068.0,,,,
2314,,,,,
2315,,,30072.0,,
2316,30072.0,,,,
2317,,,,,
2318,,,30076.0,,
2319,30076.0,,,,
2320,,,,,
2321,,,,30078.0,
2322,,,30080.0,,
2323,,,,,30081.0
2324,30081.0,,,,
2325,,,,,
2326,,,30088.0,,
2327,30088.0,,,,
2328,,,,,
2329,,,30089.0,,
2330,30090.0,,,,
2331,,,,,
2332,,,,30092.0,
2333,,,30094.0,,
2334,30094.0,,,,
2335,,,,,
2336,,,30098.0,,
2337,30098.0,,,,
2338,,,,,
2339,,,30103.0,,
2340,30104.0,,,,
2341,,,,,
2342,,,,30104.0,
2343,,,30106.0,,
2344,30107.0,,,,
2345,,,,,
2346,,,30111.0,,
2347,30111.0,,,,
2348,,,,,
2349,,,30115.0,,
2350,30116.0,,,,
2351,,,,,
2352,,,,30117.0,
2353,,,30119.0,,
2354,30120.0,,,,
2355,,,,,
2356,,,30124.0,,
2357,30124.0,,,,
2358,,,,,
2359,,,30129.0,,
2360,30129.0,,,,
2361,,,,,
2362,,,,30130.0,
2363,,,30133.0,,
2364,30181.0,,,,
2365,,,,,
2366,,,30182.0,,
2367,30182.0,,,,
2368,,,,,
2369,,,30182.0,,
2370,30182.0,,,,
2371,,,,,
2372,,,,30182.0,
2373,,,30183.0,,
2374,30183.0,,,,
2375,,,,,
2376,,,30183.0,,
2377,30183.0,,,,
2378,,,,,
2379,,,30183.0,,
2380,30183.0,,,,
2381,,,,,
2382,,,,30183.0,
2383,,,30183.0,,
2384,30184.0,,,,
2385,,,,,
2386,,,30184.0,,
2387,30184.0,,,,
2388,,,,,
2389,,,30184.0,,
2390,30184.0,,,,
2391,,,,,
2392,,,,30184.0,
2393,,,30184.0,,
2394,30184.0,,,,
2395,,,,,
2396,,,30184.0,,
2397,30185.0,,,,
2398,,,,,
2399,,,30185.0,,
2400,,30185.0,,,
2401,30185.0,,,,
2402,,,,,
2403,,,,30185.0,
2404,,,30185.0,,
2405,30186.0,,,,
2406,,,,,
2407,,,30190.0,,
2408,30190.0,,,,
2409,,,,,
2410,,,30194.0,,
2411,30194.0,,,,
2412,,,,,
2413,,,,30195.0,
2414,,,30198.0,,
2415,30199.0,,,,
2416,,,,,
2417,,,30203.0,,
2418,30203.0,,,,
2419,,,,,
2420,,,30207.0,,
2421,30207.0,,,,
2422,,,,,
2423,,,,30208.0,
2424,,,30211.0,,
2425,30212.0,,,,
2426,,,,,
2427,,,30215.0,,
2428,30216.0,,,,
2429,,,,,
2430,,,30220.0,,
2431,30221.0,,,,
2432,,,,,
2433,,,,30221.0,
2434,,,30224.0,,
2435,30225.0,,,,
2436,,,,,
2437,,,30229.0,,
2438,30229.0,,,,
2439,,,,,
2440,,,30233.0,,
2441,30234.0,,,,
2442,,,,,
2443,,,,30234.0,
2444,,,30238.0,,
2445,30238.0,,,,
2446,,,,,
2447,,,30242.0,,
2448,30242.0,,,,
2449,,,,,
2450,,,30246.0,,
2451,30247.0,,,,
2452,,,,,
2453,,,,30248.0,
2454,,,30251.0,,
2455,30251.0,,,,
2456,,,,,
2457,,,30255.0,,
2458,30255.0,,,,
2459,,,,,
2460,,,30260.0,,
2461,30261.0,,,,
2462,,,,,
2463,,,,30262.0,
2464,,,30264.0,,
2465,30264.0,,,,
2466,,,,,
2467,,,30268.0,,
2468,30269.0,,,,
2469,,,,,
2470,,,30273.0,,
2471,30274.0,,,,
2472,,,,,
2473,,,,30275.0,
2474,,,30277.0,,
2475,30278.0,,,,
2476,,,,,
2477,,,,,30278.0
2478,,,30281.0,,
2479,30282.0,,,,
2480,,,,,
2481,,,30287.0,,
2482,30288.0,,,,
2483,,,,,
2484,,,,30288.0,
2485,,,30291.0,,
2486,30292.0,,,,
2487,,,,,
2488,,,30295.0,,
2489,30295.0,,,,
2490,,,,,
2491,,,30300.0,,
2492,30300.0,,,,
2493,,,,,
2494,,,,30302.0,
2495,,,30306.0,,
2496,30306.0,,,,
2497,,,,,
2498,,,30308.0,,
2499,30308.0,,,,
2500,,,,,
2501,,,30313.0,,
2502,30313.0,,,,
2503,,,,,
2504,,,,30315.0,
2505,,,30316.0,,
2506,30317.0,,,,
2507,,,,,
2508,,,30321.0,,
2509,30322.0,,,,
2510,,,,,
2511,,,30326.0,,
2512,30326.0,,,,
2513,,,,,
2514,,,,30328.0,
2515,,,30330.0,,
2516,30331.0,,,,
2517,,,,,
2518,,,30335.0,,
2519,30335.0,,,,
2520,,,,,
2521,,,30340.0,,
2522,30341.0,,,,
2523,,,,,
2524,,,,30343.0,
2525,,,30344.0,,
2526,,30344.0,,,
2527,30345.0,,,,
2528,,,,,
2529,,,30348.0,,
2530,30350.0,,,,
2531,,,,,
2532,,,30355.0,,
2533,30356.0,,,,
2534,,,,,
2535,,,,30356.0,
2536,,,30357.0,,
2537,30358.0,,,,
2538,,,,,
2539,,,30361.0,,
2540,30362.0,,,,
2541,,,,,
2542,,,30365.0,,
2543,30367.0,,,,
2544,,,,,
2545,,,,30369.0,
2546,,,30370.0,,
2547,30371.0,,,,
2548,,,,,
2549,,,30373.0,,
2550,30374.0,,,,
2551,,,,,
2552,,,30378.0,,
2553,30379.0,,,,
2554,,,,,
2555,,,,30380.0,
2556,,,30382.0,,
2557,30382.0,,,,
2558,,,,,
2559,,,30387.0,,
2560,30387.0,,,,
2561,,,,,
2562,,,30392.0,,
2563,30392.0,,,,
2564,,,,,
2565,,,,30392.0,
2566,,,30396.0,,
2567,30396.0,,,,
2568,,,,,
2569,,,30400.0,,
2570,30401.0,,,,
2571,,,,,
2572,,,30405.0,,
2573,30405.0,,,,
2574,,,,,
2575,,,,30407.0,
2576,,,30409.0,,
2577,30409.0,,,,
2578,,,,,
2579,,,30413.0,,
2580,30413.0,,,,
2581,,,,,
2582,,,30418.0,,
2583,30418.0,,,,
2584,,,,,
2585,,,,30421.0,
2586,,,30422.0,,
2587,30422.0,,,,
2588,,,,,
2589,,,30426.0,,
2590,30427.0,,,,
2591,,,,,
2592,,,30431.0,,
2593,30431.0,,,,
2594,,,,,
2595,,,,30433.0,
2596,,,30435.0,,
2597,30435.0,,,,
2598,,,,,
2599,,,30440.0,,
2600,30440.0,,,,
2601,,,,,
2602,,,30445.0,,
2603,30445.0,,,,
2604,,,,,
2605,,,,30446.0,
2606,,,30448.0,,
2607,30448.0,,,,
2608,,,,,
2609,,,30453.0,,
2610,30453.0,,,,
2611,,,,,
2612,,,30457.0,,
2613,30458.0,,,,
2614,,,,,
2615,,,,30458.0,
2616,,,30461.0,,
2617,30461.0,,,,
2618,,,,,
2619,,,30465.0,,
2620,30466.0,,,,
2621,,,,,
2622,,,30470.0,,
2623,30471.0,,,,
2624,,,,,
2625,,,,30471.0,
2626,,,30475.0,,
2627,30475.0,,,,
2628,,,,,
2629,,,30478.0,,
2630,30479.0,,,,
2631,,,,,
2632,,,,,30479.0
2633,,,30483.0,,
2634,30483.0,,,,
2635,,,,,
2636,,,,30484.0,
2637,,,30487.0,,
2638,30487.0,,,,
2639,,,,,
2640,,,30491.0,,
2641,30492.0,,,,
2642,,,,,
2643,,,30497.0,,
2644,30498.0,,,,
2645,,30498.0,,,
2646,,,,,
2647,,,,30499.0,
2648,,,30501.0,,
2649,30501.0,,,,
2650,,,,,
2651,,,30505.0,,
2652,30505.0,,,,
2653,,,,,
2654,,,30512.0,,
2655,30512.0,,,,
2656,,,,,
2657,,,,30512.0,
2658,,,30514.0,,
2659,30514.0,,,,
2660,,,,,
2661,,,30518.0,,
2662,30518.0,,,,
2663,,,,,
